Measurement ID;7709;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;;;;;;;;;
;;23/11/2022 19:23:48;4;PAU;05:00:02;02:00:00;0;0;EQUALIZACAO_4X_C20;2,078568;0;0,999942;0;0;0,999942;2,665513;2,665513;0;0;;;;;;;;;;;;
;;23/11/2022 20:23:48;4;PAU;06:00:02;02:59:59;0;0;EQUALIZACAO_4X_C20;2,081348;0;0,999942;0;0;0,999942;2,665513;2,665513;0;0;;;;;;;;;;;;
;;23/11/2022 21:23:48;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,083794;0;0,999942;0;0;0,999942;2,665513;2,665513;0;0;;;;;;;;;;;;
;;23/11/2022 21:23:48;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,083683;0;0,999942;0;0;0,999942;2,665513;2,665513;0;0;;;;;;;;;;;;
;;23/11/2022 21:23:48;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,083683;0;;;;;;;;;;;;;;;;;;;;
;;23/11/2022 21:23:48;7;DCH;07:00:02;00:00:00;1;1;EQUALIZACAO_4X_C20;2,076339;0;;;;;;;;;;;;;;;;;;;;
;;23/11/2022 21:23:48;7;DCH;07:00:02;00:00:00;1;1;EQUALIZACAO_4X_C20;2,073226;-0,23813;0;0;0;0;2,665513;2,665513;0;0;;;;;;;;;;;;
;;23/11/2022 21:25:48;7;DCH;07:02:03;00:02:00;1;1;EQUALIZACAO_4X_C20;2,039424;-0,237458;0;0,00793;0,00793;-0,00793;2,649267;2,665513;0,016247;0,016247;;;;;;;;;;;;
;;23/11/2022 21:27:48;7;DCH;07:04:03;00:04:00;1;1;EQUALIZACAO_4X_C20;2,039535;-0,237458;0;0,015839;0,015839;-0,015839;2,633143;2,665513;0,032371;0,032371;;;;;;;;;;;;
;;23/11/2022 21:29:48;7;DCH;07:06:03;00:06:00;1;1;EQUALIZACAO_4X_C20;2,042649;-0,237502;0;0,023764;0,023764;-0,023764;2,616966;2,665513;0,048548;0,048548;;;;;;;;;;;;
;;23/11/2022 21:31:48;7;DCH;07:08:02;00:08:00;1;1;EQUALIZACAO_4X_C20;2,04465;-0,237502;0;0,031667;0,031667;-0,031667;2,600815;2,665513;0,064699;0,064699;;;;;;;;;;;;
;;23/11/2022 21:33:48;7;DCH;07:10:02;00:10:00;1;1;EQUALIZACAO_4X_C20;2,045873;-0,237502;0;0,039588;0,039588;-0,039588;2,584613;2,665513;0,080901;0,080901;;;;;;;;;;;;
;;23/11/2022 21:35:48;7;DCH;07:12:02;00:12:00;1;1;EQUALIZACAO_4X_C20;2,046874;-0,237458;0;0,047495;0,047495;-0,047495;2,568432;2,665513;0,097082;0,097082;;;;;;;;;;;;
;;23/11/2022 21:37:48;7;DCH;07:14:02;00:14:00;1;1;EQUALIZACAO_4X_C20;2,047541;-0,237458;0;0,055423;0,055423;-0,055423;2,552202;2,665513;0,113311;0,113311;;;;;;;;;;;;
;;23/11/2022 21:39:48;7;DCH;07:16:02;00:15:59;1;1;EQUALIZACAO_4X_C20;2,048097;-0,237458;0;0,063336;0,063336;-0,063336;2,535998;2,665513;0,129516;0,129516;;;;;;;;;;;;
;;23/11/2022 21:41:48;7;DCH;07:18:02;00:18:00;1;1;EQUALIZACAO_4X_C20;2,048542;-0,237458;0;0,071258;0,071258;-0,071258;2,519772;2,665513;0,145741;0,145741;;;;;;;;;;;;
;;23/11/2022 21:43:48;7;DCH;07:20:02;00:19:59;1;1;EQUALIZACAO_4X_C20;2,048875;-0,237458;0;0,079167;0,079167;-0,079167;2,503568;2,665513;0,161945;0,161945;;;;;;;;;;;;
;;23/11/2022 21:45:48;7;DCH;07:22:02;00:22:00;1;1;EQUALIZACAO_4X_C20;2,049209;-0,237458;0;0,087077;0,087077;-0,087077;2,487359;2,665513;0,178154;0,178154;;;;;;;;;;;;
;;23/11/2022 21:47:48;7;DCH;07:24:02;00:23:59;1;1;EQUALIZACAO_4X_C20;2,049542;-0,237458;0;0,095;0,095;-0,095;2,471123;2,665513;0,194391;0,194391;;;;;;;;;;;;
;;23/11/2022 21:49:48;7;DCH;07:26:02;00:26:00;1;1;EQUALIZACAO_4X_C20;2,049765;-0,237458;0;0,10291;0,10291;-0,10291;2,45491;2,665513;0,210604;0,210604;;;;;;;;;;;;
;;23/11/2022 21:51:48;7;DCH;07:28:02;00:28:00;1;1;EQUALIZACAO_4X_C20;2,049987;-0,237502;0;0,110836;0,110836;-0,110836;2,438662;2,665513;0,226851;0,226851;;;;;;;;;;;;
;;23/11/2022 21:53:48;7;DCH;07:30:02;00:30:00;1;1;EQUALIZACAO_4X_C20;2,050098;-0,237458;0;0,118754;0,118754;-0,118754;2,42243;2,665513;0,243083;0,243083;;;;;;;;;;;;
;;23/11/2022 21:55:48;7;DCH;07:32:02;00:32:00;1;1;EQUALIZACAO_4X_C20;2,050321;-0,237458;0;0,126655;0,126655;-0,126655;2,406231;2,665513;0,259282;0,259282;;;;;;;;;;;;
;;23/11/2022 21:57:48;7;DCH;07:34:02;00:34:00;1;1;EQUALIZACAO_4X_C20;2,050432;-0,237502;0;0,134575;0,134575;-0,134575;2,389993;2,665513;0,27552;0,27552;;;;;;;;;;;;
;;23/11/2022 21:59:48;7;DCH;07:36:02;00:36:00;1;1;EQUALIZACAO_4X_C20;2,050543;-0,237502;0;0,142497;0,142497;-0,142497;2,373751;2,665513;0,291762;0,291762;;;;;;;;;;;;
;;23/11/2022 22:01:48;7;DCH;07:38:03;00:38:00;1;1;EQUALIZACAO_4X_C20;2,050654;-0,237458;0;0,150421;0,150421;-0,150421;2,357502;2,665513;0,308011;0,308011;;;;;;;;;;;;
;;23/11/2022 22:03:48;7;DCH;07:40:02;00:40:00;1;1;EQUALIZACAO_4X_C20;2,050654;-0,237458;0;0,158325;0,158325;-0,158325;2,341292;2,665513;0,324221;0,324221;;;;;;;;;;;;
;;23/11/2022 22:05:48;7;DCH;07:42:02;00:42:00;1;1;EQUALIZACAO_4X_C20;2,050654;-0,237502;0;0,166248;0,166248;-0,166248;2,325046;2,665513;0,340468;0,340468;;;;;;;;;;;;
;;23/11/2022 22:07:48;7;DCH;07:44:02;00:43:59;1;1;EQUALIZACAO_4X_C20;2,050766;-0,237458;0;0,174161;0,174161;-0,174161;2,308818;2,665513;0,356695;0,356695;;;;;;;;;;;;
;;23/11/2022 22:09:48;7;DCH;07:46:02;00:46:00;1;1;EQUALIZACAO_4X_C20;2,050766;-0,237502;0;0,182079;0,182079;-0,182079;2,29258;2,665513;0,372933;0,372933;;;;;;;;;;;;
;;23/11/2022 22:11:48;7;DCH;07:48:02;00:47:59;1;1;EQUALIZACAO_4X_C20;2,050766;-0,237458;0;0,18999;0,18999;-0,18999;2,276357;2,665513;0,389156;0,389156;;;;;;;;;;;;
;;23/11/2022 22:13:48;7;DCH;07:50:02;00:50:00;1;1;EQUALIZACAO_4X_C20;2,050766;-0,237502;0;0,197911;0,197911;-0,197911;2,260113;2,665513;0,4054;0,4054;;;;;;;;;;;;
;;23/11/2022 22:15:48;7;DCH;07:52:02;00:52:00;1;1;EQUALIZACAO_4X_C20;2,050766;-0,237502;0;0,205817;0,205817;-0,205817;2,2439;2,665513;0,421613;0,421613;;;;;;;;;;;;
;;23/11/2022 22:17:48;7;DCH;07:54:02;00:53:59;1;1;EQUALIZACAO_4X_C20;2,050654;-0,237502;0;0,213731;0,213731;-0,213731;2,22767;2,665513;0,437843;0,437843;;;;;;;;;;;;
;;23/11/2022 22:19:48;7;DCH;07:56:02;00:55:59;1;1;EQUALIZACAO_4X_C20;2,050654;-0,237502;0;0,221654;0,221654;-0,221654;2,211422;2,665513;0,454091;0,454091;;;;;;;;;;;;
;;23/11/2022 22:21:48;7;DCH;07:58:03;00:58:00;1;1;EQUALIZACAO_4X_C20;2,050654;-0,237458;0;0,229578;0,229578;-0,229578;2,195173;2,665513;0,470341;0,470341;;;;;;;;;;;;
;;23/11/2022 22:23:48;7;DCH;08:00:02;01:00:00;1;1;EQUALIZACAO_4X_C20;2,050654;-0,237502;0;0,237491;0,237491;-0,237491;2,178947;2,665513;0,486566;0,486566;;;;;;;;;;;;
;;23/11/2022 22:25:48;7;DCH;08:02:02;01:02:00;1;1;EQUALIZACAO_4X_C20;2,050543;-0,237502;0;0,245409;0,245409;-0,245409;2,16271;2,665513;0,502804;0,502804;;;;;;;;;;;;
;;23/11/2022 22:27:48;7;DCH;08:04:02;01:03:59;1;1;EQUALIZACAO_4X_C20;2,050543;-0,237458;0;0,253307;0,253307;-0,253307;2,146515;2,665513;0,518998;0,518998;;;;;;;;;;;;
;;23/11/2022 22:29:48;7;DCH;08:06:02;01:06:00;1;1;EQUALIZACAO_4X_C20;2,050432;-0,237458;0;0,261232;0,261232;-0,261232;2,130266;2,665513;0,535247;0,535247;;;;;;;;;;;;
;;23/11/2022 22:31:48;7;DCH;08:08:02;01:08:00;1;1;EQUALIZACAO_4X_C20;2,050321;-0,237458;0;0,269147;0,269147;-0,269147;2,114036;2,665513;0,551478;0,551478;;;;;;;;;;;;
;;23/11/2022 22:33:48;7;DCH;08:10:02;01:10:00;1;1;EQUALIZACAO_4X_C20;2,050321;-0,237458;0;0,277075;0,277075;-0,277075;2,097782;2,665513;0,567731;0,567731;;;;;;;;;;;;
;;23/11/2022 22:35:48;7;DCH;08:12:02;01:12:00;1;1;EQUALIZACAO_4X_C20;2,05021;-0,237458;0;0,284977;0,284977;-0,284977;2,08158;2,665513;0,583933;0,583933;;;;;;;;;;;;
;;23/11/2022 22:37:48;7;DCH;08:14:02;01:14:00;1;1;EQUALIZACAO_4X_C20;2,05021;-0,237502;0;0,292905;0,292905;-0,292905;2,065326;2,665513;0,600187;0,600187;;;;;;;;;;;;
;;23/11/2022 22:39:48;7;DCH;08:16:02;01:16:00;1;1;EQUALIZACAO_4X_C20;2,050098;-0,237458;0;0,300818;0,300818;-0,300818;2,049103;2,665513;0,61641;0,61641;;;;;;;;;;;;
;;23/11/2022 22:41:48;7;DCH;08:18:03;01:18:00;1;1;EQUALIZACAO_4X_C20;2,049987;-0,237502;0;0,30873;0,30873;-0,30873;2,032884;2,665513;0,632629;0,632629;;;;;;;;;;;;
;;23/11/2022 22:43:48;7;DCH;08:20:02;01:20:00;1;1;EQUALIZACAO_4X_C20;2,049876;-0,237502;0;0,31665;0,31665;-0,31665;2,016648;2,665513;0,648865;0,648865;;;;;;;;;;;;
;;23/11/2022 22:45:48;7;DCH;08:22:02;01:22:00;1;1;EQUALIZACAO_4X_C20;2,049765;-0,237458;0;0,324569;0,324569;-0,324569;2,000417;2,665513;0,665096;0,665096;;;;;;;;;;;;
;;23/11/2022 22:47:48;7;DCH;08:24:02;01:24:00;1;1;EQUALIZACAO_4X_C20;2,049654;-0,237458;0;0,332484;0,332484;-0,332484;1,984194;2,665513;0,681319;0,681319;;;;;;;;;;;;
;;23/11/2022 22:49:48;7;DCH;08:26:02;01:25:59;1;1;EQUALIZACAO_4X_C20;2,049542;-0,237458;0;0,340397;0,340397;-0,340397;1,967974;2,665513;0,697539;0,697539;;;;;;;;;;;;
;;23/11/2022 22:51:48;7;DCH;08:28:02;01:28:00;1;1;EQUALIZACAO_4X_C20;2,049431;-0,237502;0;0,348308;0,348308;-0,348308;1,951761;2,665513;0,713752;0,713752;;;;;;;;;;;;
;;23/11/2022 22:53:48;7;DCH;08:30:03;01:30:00;1;1;EQUALIZACAO_4X_C20;2,04932;-0,237502;0;0,356227;0,356227;-0,356227;1,935531;2,665513;0,729982;0,729982;;;;;;;;;;;;
;;23/11/2022 22:55:48;7;DCH;08:32:02;01:32:00;1;1;EQUALIZACAO_4X_C20;2,04932;-0,237458;0;0,36415;0,36415;-0,36415;1,919295;2,665513;0,746218;0,746218;;;;;;;;;;;;
;;23/11/2022 22:57:48;7;DCH;08:34:02;01:34:00;1;1;EQUALIZACAO_4X_C20;2,049098;-0,237458;0;0,372062;0,372062;-0,372062;1,903081;2,665513;0,762432;0,762432;;;;;;;;;;;;
;;23/11/2022 22:59:48;7;DCH;08:36:02;01:36:00;1;1;EQUALIZACAO_4X_C20;2,048986;-0,237502;0;0,379981;0,379981;-0,379981;1,886855;2,665513;0,778658;0,778658;;;;;;;;;;;;
;;23/11/2022 23:01:48;7;DCH;08:38:02;01:38:00;1;1;EQUALIZACAO_4X_C20;2,048875;-0,237458;0;0,387886;0,387886;-0,387886;1,870658;2,665513;0,794855;0,794855;;;;;;;;;;;;
;;23/11/2022 23:03:48;7;DCH;08:40:03;01:40:00;1;1;EQUALIZACAO_4X_C20;2,048764;-0,237502;0;0,395815;0,395815;-0,395815;1,854414;2,665513;0,8111;0,8111;;;;;;;;;;;;
;;23/11/2022 23:05:48;7;DCH;08:42:03;01:42:00;1;1;EQUALIZACAO_4X_C20;2,048653;-0,237458;0;0,403721;0,403721;-0,403721;1,838215;2,665513;0,827298;0,827298;;;;;;;;;;;;
;;23/11/2022 23:07:48;7;DCH;08:44:02;01:44:00;1;1;EQUALIZACAO_4X_C20;2,048542;-0,237458;0;0,411642;0,411642;-0,411642;1,82199;2,665513;0,843524;0,843524;;;;;;;;;;;;
;;23/11/2022 23:09:48;7;DCH;08:46:02;01:46:00;1;1;EQUALIZACAO_4X_C20;2,048431;-0,237458;0;0,419557;0,419557;-0,419557;1,805775;2,665513;0,859738;0,859738;;;;;;;;;;;;
;;23/11/2022 23:11:48;7;DCH;08:48:02;01:48:00;1;1;EQUALIZACAO_4X_C20;2,048208;-0,237458;0;0,427475;0,427475;-0,427475;1,789557;2,665513;0,875957;0,875957;;;;;;;;;;;;
;;23/11/2022 23:13:48;7;DCH;08:50:02;01:50:00;1;1;EQUALIZACAO_4X_C20;2,048097;-0,237458;0;0,435383;0,435383;-0,435383;1,773359;2,665513;0,892155;0,892155;;;;;;;;;;;;
;;23/11/2022 23:15:48;7;DCH;08:52:03;01:52:00;1;1;EQUALIZACAO_4X_C20;2,047986;-0,237502;0;0,443302;0,443302;-0,443302;1,75714;2,665513;0,908373;0,908373;;;;;;;;;;;;
;;23/11/2022 23:17:48;7;DCH;08:54:02;01:54:00;1;1;EQUALIZACAO_4X_C20;2,047875;-0,237458;0;0,451221;0,451221;-0,451221;1,740922;2,665513;0,924591;0,924591;;;;;;;;;;;;
;;23/11/2022 23:19:48;7;DCH;08:56:03;01:56:00;1;1;EQUALIZACAO_4X_C20;2,047763;-0,237502;0;0,459141;0,459141;-0,459141;1,724704;2,665513;0,940809;0,940809;;;;;;;;;;;;
;;23/11/2022 23:21:48;7;DCH;08:58:02;01:58:00;1;1;EQUALIZACAO_4X_C20;2,047652;-0,237413;0;0,467047;0,467047;-0,467047;1,708515;2,665513;0,956998;0,956998;;;;;;;;;;;;
;;23/11/2022 23:23:48;7;DCH;09:00:02;01:59:59;1;1;EQUALIZACAO_4X_C20;2,04743;-0,237502;0;0,474967;0,474967;-0,474967;1,692299;2,665513;0,973214;0,973214;;;;;;;;;;;;
;;23/11/2022 23:25:48;7;DCH;09:02:02;02:02:00;1;1;EQUALIZACAO_4X_C20;2,047319;-0,237502;0;0,48288;0,48288;-0,48288;1,676099;2,665513;0,989415;0,989415;;;;;;;;;;;;
;;23/11/2022 23:27:48;7;DCH;09:04:03;02:04:00;1;1;EQUALIZACAO_4X_C20;2,047096;-0,237458;0;0,490808;0,490808;-0,490808;1,659869;2,665513;1,005645;1,005645;;;;;;;;;;;;
;;23/11/2022 23:29:48;7;DCH;09:06:02;02:06:00;1;1;EQUALIZACAO_4X_C20;2,046985;-0,237502;0;0,49871;0,49871;-0,49871;1,643692;2,665513;1,021821;1,021821;;;;;;;;;;;;
;;23/11/2022 23:31:48;7;DCH;09:08:02;02:08:00;1;1;EQUALIZACAO_4X_C20;2,046874;-0,237458;0;0,506628;0,506628;-0,506628;1,627485;2,665513;1,038028;1,038028;;;;;;;;;;;;
;;23/11/2022 23:33:48;7;DCH;09:10:02;02:10:00;1;1;EQUALIZACAO_4X_C20;2,046763;-0,237502;0;0,514538;0,514538;-0,514538;1,611294;2,665513;1,054219;1,054219;;;;;;;;;;;;
;;23/11/2022 23:35:48;7;DCH;09:12:02;02:12:00;1;1;EQUALIZACAO_4X_C20;2,04654;-0,237502;0;0,522468;0,522468;-0,522468;1,595066;2,665513;1,070448;1,070448;;;;;;;;;;;;
;;23/11/2022 23:37:48;7;DCH;09:14:03;02:14:00;1;1;EQUALIZACAO_4X_C20;2,046429;-0,237502;0;0,530388;0,530388;-0,530388;1,578857;2,665513;1,086656;1,086656;;;;;;;;;;;;
;;23/11/2022 23:39:48;7;DCH;09:16:02;02:15:59;1;1;EQUALIZACAO_4X_C20;2,046207;-0,237458;0;0,538295;0,538295;-0,538295;1,562676;2,665513;1,102837;1,102837;;;;;;;;;;;;
;;23/11/2022 23:41:48;7;DCH;09:18:02;02:17:59;1;1;EQUALIZACAO_4X_C20;2,046096;-0,237458;0;0,546203;0,546203;-0,546203;1,546496;2,665513;1,119018;1,119018;;;;;;;;;;;;
;;23/11/2022 23:43:48;7;DCH;09:20:02;02:20:00;1;1;EQUALIZACAO_4X_C20;2,045984;-0,237458;0;0,554134;0,554134;-0,554134;1,530269;2,665513;1,135244;1,135244;;;;;;;;;;;;
;;23/11/2022 23:45:48;7;DCH;09:22:02;02:21:59;1;1;EQUALIZACAO_4X_C20;2,045762;-0,237502;0;0,562043;0,562043;-0,562043;1,514087;2,665513;1,151426;1,151426;;;;;;;;;;;;
;;23/11/2022 23:47:48;7;DCH;09:24:02;02:24:00;1;1;EQUALIZACAO_4X_C20;2,045651;-0,237502;0;0,569955;0,569955;-0,569955;1,497903;2,665513;1,16761;1,16761;;;;;;;;;;;;
;;23/11/2022 23:49:48;7;DCH;09:26:02;02:26:00;1;1;EQUALIZACAO_4X_C20;2,045428;-0,237502;0;0,577881;0,577881;-0,577881;1,481689;2,665513;1,183824;1,183824;;;;;;;;;;;;
;;23/11/2022 23:51:48;7;DCH;09:28:03;02:28:00;1;1;EQUALIZACAO_4X_C20;2,045317;-0,237502;0;0,585789;0,585789;-0,585789;1,465515;2,665513;1,199999;1,199999;;;;;;;;;;;;
;;23/11/2022 23:53:48;7;DCH;09:30:02;02:30:00;1;1;EQUALIZACAO_4X_C20;2,045095;-0,237458;0;0,593706;0,593706;-0,593706;1,449322;2,665513;1,216191;1,216191;;;;;;;;;;;;
;;23/11/2022 23:55:48;7;DCH;09:32:02;02:31:59;1;1;EQUALIZACAO_4X_C20;2,044984;-0,237458;0;0,601626;0,601626;-0,601626;1,433126;2,665513;1,232387;1,232387;;;;;;;;;;;;
;;23/11/2022 23:57:48;7;DCH;09:34:02;02:34:00;1;1;EQUALIZACAO_4X_C20;2,044761;-0,237458;0;0,609534;0,609534;-0,609534;1,416954;2,665513;1,248559;1,248559;;;;;;;;;;;;
;;23/11/2022 23:59:48;7;DCH;09:36:02;02:36:00;1;1;EQUALIZACAO_4X_C20;2,04465;-0,237458;0;0,617448;0,617448;-0,617448;1,400771;2,665513;1,264742;1,264742;;;;;;;;;;;;
;;24/11/2022 00:01:48;7;DCH;09:38:03;02:38:00;1;1;EQUALIZACAO_4X_C20;2,044539;-0,237502;0;0,625381;0,625381;-0,625381;1,384552;2,665513;1,280961;1,280961;;;;;;;;;;;;
;;24/11/2022 00:03:48;7;DCH;09:40:03;02:40:00;1;1;EQUALIZACAO_4X_C20;2,044317;-0,237502;0;0,633286;0,633286;-0,633286;1,36839;2,665513;1,297123;1,297123;;;;;;;;;;;;
;;24/11/2022 00:05:48;7;DCH;09:42:02;02:42:00;1;1;EQUALIZACAO_4X_C20;2,044205;-0,237502;0;0,641194;0,641194;-0,641194;1,352224;2,665513;1,313289;1,313289;;;;;;;;;;;;
;;24/11/2022 00:07:48;7;DCH;09:44:02;02:44:00;1;1;EQUALIZACAO_4X_C20;2,043983;-0,237458;0;0,64911;0,64911;-0,64911;1,336043;2,665513;1,32947;1,32947;;;;;;;;;;;;
;;24/11/2022 00:09:48;7;DCH;09:46:02;02:46:00;1;1;EQUALIZACAO_4X_C20;2,043872;-0,237458;0;0,657033;0,657033;-0,657033;1,319849;2,665513;1,345665;1,345665;;;;;;;;;;;;
;;24/11/2022 00:11:48;7;DCH;09:48:03;02:48:00;1;1;EQUALIZACAO_4X_C20;2,043649;-0,237458;0;0,66496;0,66496;-0,66496;1,303648;2,665513;1,361865;1,361865;;;;;;;;;;;;
;;24/11/2022 00:13:48;7;DCH;09:50:03;02:50:00;1;1;EQUALIZACAO_4X_C20;2,043538;-0,237458;0;0,672877;0,672877;-0,672877;1,287469;2,665513;1,378044;1,378044;;;;;;;;;;;;
;;24/11/2022 00:15:48;7;DCH;09:52:02;02:52:00;1;1;EQUALIZACAO_4X_C20;2,043316;-0,237458;0;0,680783;0,680783;-0,680783;1,271314;2,665513;1,394199;1,394199;;;;;;;;;;;;
;;24/11/2022 00:17:48;7;DCH;09:54:02;02:54:00;1;1;EQUALIZACAO_4X_C20;2,043205;-0,237458;0;0,688702;0,688702;-0,688702;1,255133;2,665513;1,41038;1,41038;;;;;;;;;;;;
;;24/11/2022 00:19:48;7;DCH;09:56:02;02:56:00;1;1;EQUALIZACAO_4X_C20;2,042982;-0,237502;0;0,69661;0,69661;-0,69661;1,238976;2,665513;1,426537;1,426537;;;;;;;;;;;;
;;24/11/2022 00:21:48;7;DCH;09:58:02;02:58:00;1;1;EQUALIZACAO_4X_C20;2,04276;-0,237502;0;0,704534;0,704534;-0,704534;1,222788;2,665513;1,442725;1,442725;;;;;;;;;;;;
